t,v
02-01-2021 15:52,250.2994
02-01-2021 17:42,253.5928
02-01-2021 17:42,258.3832
02-01-2021 17:42,262.2755
02-01-2021 17:42,265.2695
02-01-2021 17:42,268.8623
02-01-2021 17:42,272.4551
02-01-2021 21:22,275.7485
02-01-2021 23:12,278.4431
03-01-2021 01:02,281.4371
03-01-2021 04:43,273.0539
03-01-2021 04:43,269.4611
03-01-2021 04:43,265.8683
03-01-2021 10:13,263.1737
03-01-2021 13:54,277.2455
03-01-2021 13:54,280.2395
03-01-2021 13:54,283.5329
03-01-2021 15:44,287.7246
03-01-2021 21:14,294.3114
03-01-2021 21:14,297.9042
04-01-2021 02:45,300.2994
04-01-2021 02:45,303.8922
04-01-2021 13:46,301.1976
04-01-2021 13:46,304.7904
04-01-2021 11:56,308.6827
04-01-2021 11:56,311.6767
04-01-2021 22:57,315.2695
05-01-2021 02:37,312.5749
05-01-2021 09:58,308.3832
05-01-2021 20:59,310.4791
06-01-2021 11:40,313.7725
06-01-2021 19:00,310.4791
07-01-2021 02:21,306.8862
07-01-2021 04:11,311.6767
07-01-2021 18:53,309.5809
08-01-2021 00:23,305.3892
08-01-2021 13:14,305.6886
08-01-2021 13:14,302.994
08-01-2021 18:45,300
08-01-2021 20:35,297.006
09-01-2021 03:56,294.012
09-01-2021 05:46,298.8024
09-01-2021 09:26,301.1976
09-01-2021 20:27,297.9042
09-01-2021 20:27,294.9102
10-01-2021 03:48,291.9162
10-01-2021 11:08,295.509
10-01-2021 11:08,289.521
10-01-2021 14:49,286.527
10-01-2021 18:29,282.6347
10-01-2021 18:29,279.6407
10-01-2021 20:19,276.6467
11-01-2021 00:00,273.6527
11-01-2021 03:40,269.7605
11-01-2021 11:00,277.5449
11-01-2021 11:00,279.9401
11-01-2021 18:21,282.6347
11-01-2021 22:01,286.2276
12-01-2021 01:42,290.4192
12-01-2021 01:42,293.7126
12-01-2021 10:53,296.7066
12-01-2021 18:13,299.4012
13-01-2021 01:34,303.2934
13-01-2021 05:14,307.485
13-01-2021 08:55,311.6767
13-01-2021 18:05,314.6707
14-01-2021 10:37,314.6707
14-01-2021 12:27,317.6647
14-01-2021 19:48,321.8563
14-01-2021 21:38,316.1677
