t,v
4-10-21   11:27,4.761901
4-10-21   15:16,16.19054
4-10-21   15:16,32.38102
4-10-21   11:27,48.57145
4-10-21   15:16,72.38096
4-10-21   21:0,86.66666
5-10-21   8:27,99.04763
5-10-21   16:5,78.09526
6-10-21   15:0,70.47623
7-10-21   2:27,78.09526
7-10-21   4:21,65.71433
7-10-21   23:27,61.90472
8-10-21   3:16,75.23813
8-10-21   14:43,64.76192
8-10-21   18:32,59.04766
9-10-21   5:59,60.95242
9-10-21   21:16,51.42862
9-10-21   21:16,58.09525
10-10-21   18:16,60.95242
11-10-21   19:5,53.33335
12-10-21   0:49,60.95242
12-10-21   10:21,60.95242
12-10-21   10:21,60.95242
12-10-21   18:0,69.52382
13-10-2021 14:59,75.23813
14-10-2021 04:21,60.95242
14-10-2021 15:49,54.28575
15-10-2021 03:16,62.85716
15-10-2021 14:43,55.23812
15-10-2021 20:27,57.14282
16-10-2021 05:59,69.52382
16-10-2021 17:27,85.7143
17-10-2021 01:05,75.23813
17-10-2021 10:38,80.95239
17-10-2021 18:16,90.4762
17-10-2021 23:59,97.14287
18-10-2021 05:43,104.7619
19-10-2021 00:49,103.8095
19-10-2021 12:16,93.33333
19-10-2021 16:05,80.95239
20-10-2021 01:38,65.71433
20-10-2021 07:21,79.04763
20-10-2021 16:54,76.19049
20-10-2021 22:38,62.85716
21-10-2021 11:59,65.71433
22-10-2021 03:16,59.04766
22-10-2021 20:27,52.38091
23-10-2021 05:59,59.04766
23-10-2021 13:38,71.42859
23-10-2021 15:32,77.14286
24-10-2021 08:43,68.57146
24-10-2021 16:21,74.28573
